,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
261,13 likes,1 image,Canyon Endurace SL,"2,600",Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Canyon Endurace CF SL 7

This bike is known for its comfort and versatility. Be it beginner looking for first bike or seasoned looking for a carbon bike, this is super value that you can’t find elsewhere. Almost 50% off from original price I paid.


This size is suitable for 167cm to 175cm.

Bought in 2021 (close to S$4k all incl.)

Shimano 105, 11 speed

New cassette and Panaracer Semi Slick
(Can throw in GP slick tyres and tubes)
(Also never ridden on gravel before)

Original selle italia saddle

Reason for selling: financial. Sad to let it go but due to unavoidable circumstances 

**Low ballers will be ignored
",N,NA,NA,Y,Bukit Timah Community Club,acmepong,Joined 7 years ago,Very Responsive,Verified,1,0,1,5.0,7,https://www.carousell.sg/p/canyon-endurace-sl-1242766060/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=235
262,23 likes,7 images,S-Works Venge Frameset w/ Aerofly 2,"4,800",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Size 52
Includes:
- Frameset
- Aerofly 2 handlebar 42cm
- Venge stem 120mm

If you want a Ceramicspeed BB for Shimano (24mm spindle), I can let it go for an extra $250
Or if you need Ceramicspeed BB30 bearings, we can also work something out 

On the top tube, the lacquer is peeling (refer to the last photo) as previously there was a sticker pasted there. When the sticker was removed, it removed the lacquer from the frame as well. It’s not damage to the frame or a crack, purely cosmetic. You could either paste a sticker over it or get a paint shop to relacquer that section. Hence I listed the frame as “well used”. Other than this small issue, everything else on the frame is in good condition ",N,NA,NA,Y,Jalan Angin Laut Playground,whitearrows,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,465,https://www.carousell.sg/p/s-works-venge-frameset-w-aerofly-2-1242226999/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VioJffVBl_pqBZeY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=473
263,10 likes,4 images,Linus Cruiser (Full Specs) Free Delivery,340,Like new,Meetup,2 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Linus Single Speed Road Cruiser

This belongs to my elder brother who is 1.65m tall. He bought this city bike a year ago to cycle. As he has migrated, we decided to put this bike up for sale. Working perfectly well. 

Beautifully leather wrapped handlebar. Front headlight and rear taillight will be given as well. 

He added the following options as well: (all will be given to you for free)

Kickstand,  Bell, water bottle cage, Rack at the back for carriage purposes. 

Price includes free delivery to your doorstep",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),nelly.goh,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,247,https://www.carousell.sg/p/linus-cruiser-full-specs-free-delivery-1243031672/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=72
264,3 likes,3 images,Merida Scultura 500,880,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Size S frame,
A high end performance road bicycle. It is an ideal bicycle for avid cyclists looking for a roadie with great components at a competitive price point.
Shimano Ultegra",N,NA,NA,Y,Jervois Lodge,yoavlotan,Joined 6 years ago,Very Responsive,Verified,1,0,1,4.9,40,https://www.carousell.sg/p/merida-scultura-500-1242050587/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wrjDhRbQu5l5UafY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=563
265,112 likes,8 images,Ridley Dean TT Carbon frameset,720 750,Brand new,Meetup,3 weeks ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Ridley Dean TT Carbon frameset 
Wheelset JUST SOLD
Fast deal $700

Size M
Top tube 548mm
Front 100mm dropout
Rear 130mm dropout
Frameset weights 1340gm including frame, fork, bb, seatpost & headset
Usual usage paint chips & wear
Comes with original derailleur hangers, seatpost clamp, carbon headset & FSA mega evo MS187 bb for 24mm spindle",N,NA,NA,Y,Beach Road,singaaa0,Joined 1 year ago,Very Responsive,Verified,1,0,1,4.5,48,https://www.carousell.sg/p/ridley-dean-tt-carbon-frameset-1227488573/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=2_aptq-6WHkTwHcY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1965
266,5 likes,1 image,Engine 11 steeze road bike,"3,000",Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Might want sell my Engine 11 steeze
Steel frame, carbon fork
Size S
Dura Ace 9000 crankset, shifters, RD. 
FD Dura Ace 9100
Brakes ultegra r8000
Cassette ultegra r8000 11-28t
Enve stem and dropbar
ZIPP seatpost
OSPW(OEM)
Fulcrum red wind XLR 50mm (CULT version)
Vittoria Corsa 25c

Saddle and pedals will be changed.
Feel free to PM me for other details. 
Not in a rush to sell. 
Price is slightly negotiable. 
If u have a Canyon Grail CF, we can work out on trade. 




",N,NA,NA,Y,Ang Mo Kio MRT Station (NS16),gelangdesoto,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,143,https://www.carousell.sg/p/engine-11-steeze-road-bike-1242261319/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VioJffVBl_pqBZeY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=454
267,466 likes,6 images,Road bike hybrid bike mountain bike bicycle giant Merida java sava carbon fiber shimano,400,Brand new,Mailing · Meetup,2 days ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Ready stocks 

Road bike, hybrid bike, mountain bike, foldable bike available 

Brand : java , giant, raleigh, Merida, trinx 
Bicycle range from 399-1800

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery

Shop name : Gcycle
Contact no : 8875 8715
Address : 80 playfair road, block A, 03-03, 
                  Singapore 367998",Y,Express delivery Free,1 - 2 working days,Y,"Kapo Factory Blk ABlock A, 03-03
Contact no : 8875 8715 (Mark)",gcycle,Joined 5 years ago,Very Responsive,Verified,1,0,1,4.9,65,https://www.carousell.sg/p/road-bike-hybrid-bike-mountain-bike-bicycle-giant-merida-java-sava-carbon-fiber-shimano-1149935173/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=32
268,12 likes,6 images,Bicycle/ Bike with 2 child seats,165,Well used,Meetup,4 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Front seat for child 1-5 years old (up to 20kg)
Back seat for older child (up to 40kg)
Basket
Lock
Gear change
Bell
Foot guard for back seat (prevent child’s foot from entangle in wheel)

Will throw in baby seat cushion (Ikea $10)",N,NA,NA,Y,Hougang Ave 7,yenle1,Joined 5 years ago,Very Responsive,Verified,0,1,1,5.0,7,https://www.carousell.sg/p/bicycle-bike-with-2-child-seats-1242630144/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=296
269,8 likes,5 images,Bmc Time Machine road 01 four,"7,490",Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Willing to trade with road bikes of equal value or less with top up
Frameset: $3600
Bmc time machine road 4 size 51 2020
Ultegra di2 R8070
New crankset 
Dt Swiss arc 1650 spline db 62 
Upgraded dura ace rotors 
Sworks saddle 
New kmc hollow chain
Taiwan Ceramicspeed ospw can swap back original 
Condition 8/10 can come view with no commitment 
Can nego for sincere buyers need funding for other hobbies but no lowballing ty
",N,NA,NA,Y,Simei MRT Station (EW3),_xksex_,Joined 7 years ago,Very Responsive,Verified,1,1,1,4.8,48,https://www.carousell.sg/p/bmc-time-machine-road-01-four-1242364424/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=406
270,9 likes,6 images,S Works Tarmac SL7,"10,900",Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","For sale

S Works Tarmac SL7 
Size 56
DuraAce di2 R9170
Zipp 404 Firecrest wheelset
Rotor is 140 x2
Crankarm 172.5
52/36
Cassette 11-30

Roval Rapide Handle Bar 42cm top c to c
Stem 100
S Works Mirorr Saddle 155

Bike has ridden less than 2,000kms and presents as new. Bike will be serviced before hand over so you can ride straight away. ",N,NA,NA,Y,Ubi Ave 3 (Site),aus_bike_sports,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,74,https://www.carousell.sg/p/s-works-tarmac-sl7-1243011196/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=88
271,9 likes,3 images,"Shulz Bubble 20 Race, kids bike, lightweight quality bike",200,Lightly used,Meetup,5 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Shulz Bubble 20 Race

Lightweight, high quality bike in excellent condition. 

Shimano 7 gears easy shift with grip twist shifter. 

Bought in April 2021. 

Pick up in River Valley ",N,NA,NA,Y,Great World,knilsdotter912132,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,1,https://www.carousell.sg/p/shulz-bubble-20-race-kids-bike-lightweight-quality-bike-1240936599/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=314
272,18 likes,10 images,Bicycle,180,Brand new,Meetup,1 week ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"New rod bicycle 180 Fast deal 

collation pioneer mrt",N,NA,NA,Y,Jurong East MRT Interchange (NS1/EW24),miahmozamm02431,Joined 3 months ago,Very Responsive,Verified,1,0,1,4.8,4,https://www.carousell.sg/p/bicycle-1239661855/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XFqURe1R8ncLbkNK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=988
273,5 likes,1 image,Btwin Triban rc500 road bike,410,Like new,Meetup,2 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling because don’t really ride it anymore. Will include extra tyres and a helmet 

Frame M size
24 gears
Can meet up anywhere 

Can nego 
Feel free to Dm me to ask any questions 
",N,NA,NA,Y,Everywhere At Singapore,0.______.8,Joined 9 months ago,Very Responsive,Verified,1,0,1,5.0,1,https://www.carousell.sg/p/btwin-triban-rc500-road-bike-1243119548/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=14
274,27 likes,5 images,Giant TCR Adv Pro 1 (Pro Power),"3,200",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Seldom used Giant TCR ADV PRO 1 with Dual PowerPro Power Meter for sale!

Size XS Disc 
Ultegra R8020 groupset with sigeyi direct mount derailleur hanger
Dual powermeter crankset (charger for powermeter included)
Gold KMC Chain
Original Giant handlebars
Brand new Saddle and Bartape

No crash before
Only a few light scratches here and there
Rides perfectly well, almost new condition
Selling cheap to clear space",N,NA,NA,Y,Balestier,ripebananas,Joined 5 years ago,Not Responsive,Verified,1,0,1,5.0,60,https://www.carousell.sg/p/giant-tcr-advanced-pro-1-with-power-pro-meter-1241337883/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=HNLe_MwLzqW_xjVu&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=923
275,5 likes,1 image,Cadex wheel sets 65mm,"2,800",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Comes with  Cadex bag
Still in very good condition",N,NA,NA,Y,Blk 2 Lorong Lew Lian,eltonloh,Joined 7 years ago,Not Responsive,Verified,1,1,1,5.0,32,https://www.carousell.sg/p/cadex-wheel-sets-65mm-1241548751/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=uFcAXsB0PzxesFso&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=838
276,7 likes,1 image,Java Siluro 3,300,Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","been collecting dust, sitting inside my room for over few months

Self collect ubi mrt

",N,NA,NA,Y,Paya Lebar MRT Interchange (EW8/CC9),samson11w,Joined 5 years ago,Very Responsive,Verified,1,1,1,4.9,96,https://www.carousell.sg/p/java-siluro-3-1243100388/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=26
277,13 likes,10 images,"Giant TCR Advanced Pro 0 Disc (2021) - Di2, Power meter, Size M","5,500",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling a well-taken care of, low mileage (<100km a month), Giant TCR with Shimano Ultegra Di2 with several tasteful upgrades (see full specs below). Bought locally from Tay Junction in Feb 2021 for just under $7K.

This TCR has been meticulously maintained after each ride: waxed chain, always wiped-down post-ride (seldom soaked/washed). Headset, BB has just been inspected/regreased.

RFS: Hardly ridden this TCR much since Jun 2022, after buying another road bike. Sad to see it go, but pointless to keep this bike in storage unridden.

Full Specifications 
(as per Giant original spec: ",N,NA,NA,Y,Lentor MRT Station (TE5),chrislau54d,Joined 8 years ago,Not Responsive,Verified,1,1,1,4.9,54,https://www.carousell.sg/p/giant-tcr-advanced-pro-0-disc-2021-di2-power-meter-size-m-1241857089/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Ve_FZZb3bZqo2iFr&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=665
278,7 likes,1 image,Giant TCR Advanced Pro 0 DISC 12speed di2,"5,300",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","""Price for FULL Bike*

Bought from Tay Junction last year

Model year: Giant TCR Advance Pro 0 (2022)

Frame Size: M

Groupset: 105 Di2 RD-R7170; 2x12speed electronic shifter

Crankset: Shimano 105, 170mm

Chainring size: 50/34

Cassette size: Ultegra 11-30

Chain: Shimano Ultegra

Stem Model/Stem Length: Giant Contact SL 100mm

Handlebar Model/Handlebar Width: Giant Contact SLR 42cm

Bottle Cages: Elite Vico carbon

Computer Mount: Giant stock

Bottom bracket: Stock (Shimano - press fit)

Rims: Giant SLR 1 42 Carbon Disc WheelSystem

Hubs: Giant SLR 1 42 Carbon Disc WheelSystem, 12mm thru-axle

Spokes: Giant SLR 1 42 Carbon Disc WheelSystem

Tires: CADEX Race, tubeless, 700x25c, folding

Bike weight: 7.6kg",N,NA,NA,Y,"Blk 78 Bedok North Road, Singapore",bike_pc,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,52,https://www.carousell.sg/p/giant-tcr-advanced-pro-0-disc-12speed-di2-1241016048/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=xbNpolAVteU4e8TN&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1052
279,29 likes,1 image,Cervelo,"1,400 1,550",Like new,Meetup,3 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Selling Cervelo P2 TT bike in excellent condition

Specifications
Brand: Cervelo
Model: P2 Ultegra Triathlon 
Size: 48cm / XS Frame 
Material: Carbon Fiber
Weight: 18 lbs 11 oz, 8+ kg
Fork: Cervelo, Carbon Fiber
Brakes Ultegra, Caliper - Side Pull Shifters Shimano SL-BS79, Mechanical
Front Derailleur: Shimano Ultegra
Rear Derailleur: Shimano Ultegra
Crankset Truvativ
Cassette: Shimano Ultegra 
Handlebar: Vision
Headset FSA
Stem: FSA. Aero. 9 N.m. 96kgf.cm
Seatpost: Cervelo P2 Specific, Frame Specific
Saddle: San Marco Ponza TT
Tire: Panaracer

Can cruise at 30 to 35km/h
Bicycle. Speed. Fast. Super light.",N,NA,NA,Y,Blk 525A Pasir Ris Street 51,sportster83,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,221,https://www.carousell.sg/p/cervelo-1231672642/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=usBQjKnNoP0k5LsI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=175
280,12 likes,1 image,"Bike Maintenance - Road, Hybrid, Mountain, Foldable | Thornton @ Queensway Shopping Centre",68,Brand new,Meetup,4 weeks ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"𝗠𝗮𝗶𝗻𝘁𝗲𝗻𝗮𝗻𝗰𝗲 𝗦𝗲𝗿𝘃𝗶𝗰𝗲

You love your bike. You can't live without it.

It needs the care that it deserves. Do carry you maintenance service at least once a year.

For $𝟲𝟴 𝗼𝗻𝗹𝘆 we will service your bike. The package includes:

𝗚𝗲𝗮𝗿𝘀
Index Gears and Ensure Smooth Shifting.
Check and align Delaileur (s).

𝗕𝗿𝗮𝗸𝗲𝘀
Check Alignment, Lever Operation and Pad Wear.
Clean Brake Discs.

𝗖𝗵𝗮𝗶𝗻
Check Chain for Wear, Wretch and Appropriate Length.

𝗛𝗲𝗮𝗱𝘀𝗲𝘁 𝗮𝗻𝗱 𝗛𝘂𝗯
Check and adjust Headset and Hubs

𝗕𝗼𝘁𝘁𝗼𝗺 𝗕𝗿𝗮𝗰𝗸𝗲𝘁
Check and Tighten Bottom Bracket and Pedals

𝗕𝗼𝗹𝘁𝘀
Check and Tighten bolts as necessary.

𝗧𝘆𝗿𝗲𝘀 𝗮𝗻𝗱 𝗧𝘂𝗯𝗲𝘀
Check Tyres Condition.
Inflate Tyres to Optimum Air Pressure.

𝗗𝗿𝗶𝘃𝗲𝗿-𝗧𝗿𝗮𝗶𝗻. 𝗧𝗼𝗽 𝘂𝗽 $30

Degrease, Clean and Lubricate Chain, Chainring and Cassette.

𝗕𝗘𝗦𝗧 𝗙𝗢𝗟𝗗𝗔𝗕𝗟𝗘 𝗕𝗜𝗞𝗘𝗦 𝗜𝗡 𝗧𝗢𝗪𝗡
𝗔𝗹𝗹 𝘂𝗻𝗱𝗲𝗿 𝗢𝗻𝗲 𝗥𝗼𝗼𝗳

We bring the best foldable bikes in town to you - Thornton as well as other Brands - All under One Roof. 

With innovation at the core, we continue to set new standards for foldable bicycles by bringing lighter and faster foldable bikes at affordable prices.

Check the Prices for our Bikes Collection 

",N,NA,NA,Y,Queensway Shopping CentreThornton Bikes. #02-36B. Opposite the escalator.,Thornton.Queensway,Joined 1 year ago,Very Responsive,Verified,1,1,1,5.0,90,https://www.carousell.sg/p/bike-maintenance-road-hybrid-mountain-foldable-thornton-queensway-shopping-centre-1234067869/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=abGZHdoP3ZocCohv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2053
281,15 likes,2 images,s-works sl7 taiwan size 54,"2,600",Like new,Meetup,5 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"s-works sl7 taiwan set
size 54
2022-2023 quick step pro team colourways
shimano 105 r7025 groupset
magene pes powermeter 170/50
with magene exar db45 wheelset $2600
with elite 50mm wheelset $2100
without powermeter -$250（install back 105 crankset）
free lazer Genesis helmet size L",N,NA,NA,Y,Blk 75 Bedok North Road,gohshihuai,Joined 2 years ago,Very Responsive,Verified,1,1,1,5.0,20,https://www.carousell.sg/p/s-works-sl7-taiwan-size-54-1242529479/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=i1eymQnXgC4TK2M9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=335
283,7 likes,9 images,Pinarello Dogma (Wiggins Edition),"7,999",Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Top spec F10 Wiggins Edition. Rare find.
Size 50
Most Talon integrated handlebar with garmin mount
Sram Red Etap 11 sp groupset
Rotor Aldhu crankset (52/36, 165mm)
EE brakes
Enve 3.4 wheelset with DTswiss 240s hub 
Brand new KMC SL gold/black chain
Brand new bartape 
Recently serviced in Jul 2023
Selling without pedals 

Will throw in ToooCycling rear lights with camera if price is met. Price slightly negotiable for sincere buyer. 
",N,NA,NA,Y,Shell Sengkang,flamey,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,76,https://www.carousell.sg/p/pinarello-dogma-wiggins-edition-1242831914/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=usBQjKnNoP0k5LsI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=199
284,6 likes,2 images,PINA Dogma-F for sale! Pls read details,"4,500",Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Specs as follow:
Full carbon. Chameleon green brown color.
Dogma F 1:1 Size 43
rare size, for 152cm to 165cm
Shimano Ultegra di2 R8070 disc groupset, 11 speed
Avian lightweight wheels 45mm
7.4kg total weight with pedals and trip computer mount
Fizik R1 Tempo Argo Saddle
Mileage: less 2k+ km.
Frameset looks new, no scratches.
Will throw in bottle cages for free which cost me 100sgd. 
Current bartape is leather brown, see second pic.
Well maintained roadbike. 

RFS: im upgrading :)

If you are interested with frameset only, i can deal with that too!

 Thank you!",N,NA,NA,Y,Sengkang MRT/LRT Interchange (NE16/STC),ashra03,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,43,https://www.carousell.sg/p/pina-dogma-f-for-sale-pls-read-details-1242549757/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=320
285,20 likes,6 images,Specialized Allez road bike - Size 58 (L),500,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Speacialized Allez road bike (size 58) with all the accessories and helmet. Brand new tyres but needs some love before being put back on the road as I was left outside for a while (see last 2 pics).
Pick up in Sentosa",N,NA,NA,Y,The Oceanfront,nombreux,Joined 5 years ago,Very Responsive,Verified,1,1,1,5.0,10,https://www.carousell.sg/p/specialized-allez-road-bike-size-58-l-1241814145/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=TIymlxr_zUgvZFmg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=715
286,16 likes,8 images,Creme Cafe Racer Bicycle,310,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Hand built in Europe this Creme bike doesn't even rust! Except some bolts and nuts. The spokes and handlebar etc no rust at all! Original price from Hello Bicycles around $1,075. Front light (not sure if working) is I ownself bought and install one... not from Creme, and the pouch from shopee will include for free la hahahahah.  Superb quality. L size frame I think. I want to be very honest here. Don't take this bike unless you are at least 180cm. I'm 183 cm so it fits me well. Underutilised lah cos I'm a father of two toddlers no time exercise. Handlebar tape abit koyak  but if price is met I will replace it with a new one.

Not priority to sell, so if you have a funny offer, please feel very embarrassed about yourself 😀.  

Oh yah being built in Europe one of the brakes are reverse brakes, meaning you pedal back slightly will trigger a brake. pedal back harder den harder brake. there is still one handbrake on the right.",N,NA,NA,Y,Kaki Bukit MRT Station (DT28),legitimusmax,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,42,https://www.carousell.sg/p/creme-cafe-racer-bicycle-1239930142/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fDqalnGTdhwJaDLB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1443
288,32 likes,5 images,S works venge frameset,"3,900",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"S works venge 
Size 56
Frame, fork, seat post, aero fly handlebar 42mm included

Condition is used, not for fussy
Need to de kit


",N,NA,NA,Y,Interlocal Centre,josh456,Joined 4 years ago,Mostly Responsive,Verified,1,1,1,5.0,15,https://www.carousell.sg/p/s-works-venge-frameset-1240299067/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=e8UBo6k3iv7O7SH-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1326
289,6 likes,1 image,Canyon Endurace CF 8 - Size S,"3,500",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Barely used bike ( Rode ~5 times only). Never crashed and well maintained. 

RFS: Don’t cycle anymore

",N,NA,NA,Y,Haw Par Villa MRT Station (CC25),jat07,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,4,https://www.carousell.sg/p/canyon-endurace-cf-8-size-s-1242031973/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wrjDhRbQu5l5UafY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=572
